,country,happiness_score,economy_gdp,life_expectancy,year
40,Trinidad and Tobago,6.167999999999999,1.21183,0.61483,2015
41,El Salvador,6.13,0.76454,0.67737,2015
42,Guatemala,6.122999999999999,0.74553,0.64425,2015
43,Uzbekistan,6.002999999999999,0.63244,0.59772,2015
44,Slovakia,5.995,1.1689100000000001,0.7890199999999999,2015
45,Japan,5.987,1.27074,0.99111,2015
46,South Korea,5.984,1.24461,0.9653799999999999,2015
47,Ecuador,5.975,0.8640200000000001,0.79075,2015
48,Bahrain,5.96,1.32376,0.74716,2015
49,Italy,5.9479999999999995,1.25114,0.9544600000000001,2015
50,Bolivia,5.89,0.68133,0.5392,2015
51,Moldova,5.888999999999999,0.59448,0.61826,2015
52,Paraguay,5.877999999999999,0.75985,0.66098,2015
53,Kazakhstan,5.855,1.1225399999999999,0.64368,2015
54,Slovenia,5.848,1.18498,0.8733700000000001,2015
55,Lithuania,5.832999999999999,1.14723,0.73128,2015
56,Nicaragua,5.827999999999999,0.59325,0.7431399999999999,2015
57,Peru,5.824,0.9001899999999999,0.73017,2015
58,Belarus,5.813,1.0319200000000002,0.7360800000000001,2015
59,Poland,5.791,1.12555,0.77903,2015
60,Malaysia,5.77,1.12486,0.7239399999999999,2015
61,Croatia,5.7589999999999995,1.08254,0.78805,2015
62,Libya,5.754,1.13145,0.7038,2015
63,Russia,5.716,1.13764,0.6692600000000001,2015
64,Jamaica,5.709,0.81038,0.6874100000000001,2015
65,North Cyprus,5.695,1.2080600000000001,0.92356,2015
66,Cyprus,5.689,1.20813,0.92356,2015
67,Algeria,5.605,0.93929,0.61766,2015
68,Kosovo,5.5889999999999995,0.80148,0.63132,2015
69,Turkmenistan,5.547999999999999,0.95847,0.53886,2015
70,Mauritius,5.477,1.0076100000000001,0.7095,2015
71,Hong Kong,5.474,1.38604,1.01328,2015
72,Estonia,5.428999999999999,1.15174,0.77361,2015
73,Indonesia,5.399,0.8282700000000001,0.63793,2015
74,Vietnam,5.36,0.63216,0.7467600000000001,2015
75,Turkey,5.332000000000001,1.06098,0.73172,2015
76,Kyrgyzstan,5.2860000000000005,0.47428000000000003,0.65088,2015
77,Nigeria,5.268,0.65435,0.16007000000000002,2015
78,Bhutan,5.252999999999999,0.77042,0.57407,2015
79,Azerbaijan,5.212000000000001,1.02389,0.64045,2015
80,Pakistan,5.194,0.59543,0.51466,2015
81,Jordan,5.192,0.9019799999999999,0.69639,2015
82,Montenegro,5.192,0.9743799999999999,0.72521,2015
83,China,5.14,0.89012,0.81658,2015
84,Zambia,5.129,0.47038,0.29924,2015
85,Romania,5.124,1.04345,0.7689,2015
86,Serbia,5.122999999999999,0.92053,0.74836,2015
87,Portugal,5.102,1.15991,0.8751899999999999,2015
88,Latvia,5.098,1.11312,0.72437,2015
89,Philippines,5.073,0.70532,0.58114,2015
90,Somaliland region,5.0569999999999995,0.18847,0.43873,2015
91,Morocco,5.013,0.7347899999999999,0.60954,2015
92,Macedonia,5.007,0.91851,0.73545,2015
93,Mozambique,4.971,0.08308,0.09131,2015
94,Albania,4.959,0.8786700000000001,0.81325,2015
95,Bosnia and Herzegovina,4.949,0.8322299999999999,0.79081,2015
96,Lesotho,4.898,0.37545,0.07612000000000001,2015
97,Dominican Republic,4.885,0.8953700000000001,0.66825,2015
98,Laos,4.876,0.5906600000000001,0.54909,2015
99,Mongolia,4.874,0.82819,0.60268,2015
100,Swaziland,4.867,0.71206,0.07566,2015
101,Greece,4.857,1.15406,0.88213,2015
102,Lebanon,4.8389999999999995,1.0256399999999999,0.83947,2015
103,Hungary,4.8,1.12094,0.75905,2015
104,Honduras,4.788,0.59532,0.6951,2015
105,Tajikistan,4.7860000000000005,0.39047,0.5737899999999999,2015
106,Tunisia,4.739,0.88113,0.73793,2015
107,Palestinian Territories,4.715,0.59867,0.66015,2015
108,Bangladesh,4.694,0.39753,0.60164,2015
109,Iran,4.686,1.0088,0.69805,2015
110,Ukraine,4.681,0.79907,0.6739,2015
111,Iraq,4.677,0.98549,0.60237,2015
112,South Africa,4.6419999999999995,0.9204899999999999,0.27688,2015
113,Ghana,4.633,0.5455800000000001,0.40131999999999995,2015
114,Zimbabwe,4.61,0.271,0.33475,2015
115,Liberia,4.571000000000001,0.0712,0.34201,2015
116,India,4.565,0.64499,0.5152899999999999,2015
117,Sudan,4.55,0.52107,0.36878,2015
118,Haiti,4.518,0.26673,0.38847,2015
119,Congo (Kinshasa),4.5169999999999995,0.0,0.09806000000000001,2015
120,Nepal,4.513999999999999,0.35996999999999996,0.5687399999999999,2015
121,Ethiopia,4.512,0.19072999999999998,0.44055,2015
122,Sierra Leone,4.507,0.33024000000000003,0.0,2015
123,Mauritania,4.436,0.45407,0.35874,2015
124,Kenya,4.419,0.36471,0.41435,2015
125,Djibouti,4.369,0.44025,0.36291,2015
126,Armenia,4.35,0.7682100000000001,0.7299,2015
127,Botswana,4.332,0.99355,0.047760000000000004,2015
128,Myanmar,4.3069999999999995,0.27108000000000004,0.48246000000000006,2015
129,Georgia,4.297,0.7419,0.72926,2015
130,Malawi,4.292,0.016040000000000002,0.22562,2015
131,Sri Lanka,4.271,0.83524,0.70806,2015
132,Cameroon,4.252,0.4225,0.23401999999999998,2015
133,Bulgaria,4.218,1.01216,0.76649,2015
134,Egypt,4.194,0.8818,0.61712,2015
135,Yemen,4.077,0.5464899999999999,0.40064,2015
136,Angola,4.033,0.75778,0.16683,2015
137,Mali,3.995,0.26074,0.20583,2015
138,Congo (Brazzaville),3.989,0.67866,0.31051,2015
139,Comoros,3.9560000000000004,0.23906,0.36315,2015
140,Uganda,3.931,0.21101999999999999,0.33860999999999997,2015
141,Senegal,3.904,0.36498,0.4354,2015
142,Gabon,3.8960000000000004,1.06024,0.43372,2015
143,Niger,3.845,0.0694,0.29707,2015
144,Cambodia,3.819,0.46038,0.61114,2015
145,Tanzania,3.781,0.2852,0.38215,2015
146,Madagascar,3.681,0.20824,0.46721,2015
147,Central African Republic,3.678,0.0785,0.06699,2015
148,Chad,3.667,0.34193,0.1501,2015
149,Guinea,3.656,0.17417,0.24009,2015
150,Ivory Coast,3.655,0.46534,0.15185,2015
151,Burkina Faso,3.5869999999999997,0.25811999999999996,0.27125,2015
152,Afghanistan,3.575,0.31982,0.30335,2015
153,Rwanda,3.465,0.22208000000000003,0.42863999999999997,2015
154,Benin,3.34,0.28665,0.3191,2015
155,Syria,3.0060000000000002,0.6632,0.7219300000000001,2015
156,Burundi,2.905,0.0153,0.22396,2015
157,Togo,2.839,0.20868,0.28443,2015
